currency,image_url,material,price,product_type,sizes,styles
USD,https://images.saatchiart.com/saatchi/948218/art/7139291/6208525-VFDTELLB-7.jpg,Paper,715,product,24 W x 36 H x 0.1 in,"Pop Art,Portraiture,Street Art,Documentary,Modern"
USD,https://images.saatchiart.com/saatchi/616459/art/5362203/4432017-CCYPADDG-7.jpg,Canvas,2410,product,15.7 W x 19.7 H x 0.8 in,"Cubism,Figurative"
USD,https://images.saatchiart.com/saatchi/94881/art/7206799/6276027-XYFUJLYI-7.jpg,Paper,1080,product,30 W x 22 H x 0.1 in,"Abstract,Abstract Expressionism,Modern,Fine Art"
USD,https://images.saatchiart.com/saatchi/95582/art/5488441/4558253-EGFMAPQS-7.jpg,Canvas,2710,product,39.4 W x 39.4 H x 0.8 in,"Abstract,Abstract Expressionism,Fine Art,Modern,Expressionism"
USD,https://images.saatchiart.com/saatchi/386627/art/5512979/4582791-SLTWVHZG-7.jpg,"Canvas,Wood",5150,product,30 W x 40 H x 2.5 in,"Abstract,Abstract Expressionism,Conceptual,Expressionism,Fine Art"
USD,https://images.saatchiart.com/saatchi/26778/art/5603221/4673031-ZOCBCEWT-7.jpg,Paper,1800,product,22 W x 30 H x 1 in,"Abstract,Abstract Expressionism,Expressionism"
USD,https://images.saatchiart.com/saatchi/94881/art/5571521/4641333-NXQCZGUC-7.jpg,Paper,2140,product,30 W x 44 H x 0.1 in,"Abstract Expressionism,Abstract,Fine Art,Expressionism,Street Art"
USD,https://images.saatchiart.com/saatchi/1416547/art/6944547/6013889-IIYNUTAR-7.jpg,Canvas,1660,product,39.4 W x 47.2 H x 0.5 in,Figurative
USD,https://images.saatchiart.com/saatchi/1259679/art/7971513/7038947-HABCCSRA-7.jpg,Canvas,1200,product,35.4 W x 39.3 H x 0.2 in,"Figurative,Illustration,Fine Art,Surrealism"
USD,https://images.saatchiart.com/saatchi/851574/art/7972281/7039713-ZTNSRWBD-7.jpg,Canvas,1360,product,39.4 W x 31.5 H x 0.6 in,Abstract
USD,https://images.saatchiart.com/saatchi/1677318/art/7971088/7038523-MRMPUNVI-7.jpg,"Canvas,Wood",800,product,13.8 W x 17.7 H x 0.7 in,"Expressionism,Cubism,Primitivism,Abstract,Modern"
USD,https://images.saatchiart.com/saatchi/343089/art/7971191/7038626-TTTPJOWF-7.jpg,Canvas,1080,product,20 W x 18 H x 1 in,"Abstract,Expressionism,Figurative,Fine Art,Modern"
USD,https://images.saatchiart.com/saatchi/366745/art/2290433/1365571-7.jpg,Canvas,2070,product,27.6 W x 39.4 H x 2 in,"Modern,Abstract Expressionism"
USD,https://images.saatchiart.com/saatchi/645771/art/2169315/1227009-7.jpg,Paper,510,product,0.4 W x 13.4 H x 16.9 in,Figurative
USD,https://images.saatchiart.com/saatchi/1622084/art/7972643/7040073-NROJVCFS-7.jpg,Canvas,838,product,11.8 W x 15.7 H x 0.8 in,"Expressionism,Art Deco,Documentary,Impressionism,Pop Art"
USD,https://images.saatchiart.com/saatchi/1431457/art/7972455/7039887-HHUQDBTM-7.jpg,Canvas,1180,product,30 W x 36 H x 0.8 in,"Figurative,Modern,Portraiture,Fine Art,Illustration"
USD,https://images.saatchiart.com/saatchi/801754/art/2761310/1831203-EMOTIRSK-7.jpg,Canvas,1150,product,31.5 W x 39.4 H x 0.7 in,"Figurative,Portraiture"
USD,https://images.saatchiart.com/saatchi/341145/art/2517810/1587774-KFTATGMY-7.jpg,Canvas,5540,product,39.4 W x 31.5 H x 0.8 in,"Abstract,Abstract Expressionism,Art Deco,Pop Art,Modern"
USD,https://images.saatchiart.com/saatchi/185414/art/2577449/1647359-KVSQRCBP-7.jpg,Canvas,5750,product,49 W x 57 H x 2 in,Abstract Expressionism
USD,https://images.saatchiart.com/saatchi/185414/art/2576150/1646060-YHIHBAJF-7.jpg,"Canvas,Paper",5350,product,51 W x 64 H x 2 in,"Abstract Expressionism,Abstract,Modern,Fine Art"
USD,https://images.saatchiart.com/saatchi/294120/art/2712193/1782086-TLGRPBHY-7.jpg,Canvas,455,product,21 W x 21.5 H x 2 in,"Abstract,Conceptual,Surrealism"
USD,https://images.saatchiart.com/saatchi/86550/art/2688376/1758269-UXUXGRVQ-7.jpg,Paper,370,product,5.5 W x 5.5 H x 0 in,"Abstract,Fine Art,Impressionism,Modern"
USD,https://images.saatchiart.com/saatchi/733440/art/2640967/1710860-CGOUWTIP-7.jpg,Canvas,3870,product,27.6 W x 39.4 H x 0.8 in,"Fine Art,Modern,Surrealism,Portraiture,Figurative"
USD,https://images.saatchiart.com/saatchi/851574/art/5576571/4646383-BCAISEXT-7.jpg,Canvas,1485,product,31.5 W x 31.5 H x 0.6 in,"Abstract,mixed media"
USD,https://images.saatchiart.com/saatchi/350595/art/7960359/7027828-WMMYKYOT-7.jpg,Paper,650,product,18 W x 22 H x 0.1 in,"Minimalism,Impressionism,Realism"
USD,https://images.saatchiart.com/saatchi/1388959/art/7943333/7010900-UYNTQDCD-7.jpg,Canvas,800,product,11 W x 14 H x 0.5 in,"Abstract,Abstract Expressionism,Expressionism,Fine Art"
USD,https://images.saatchiart.com/saatchi/1643075/art/7966286/7033735-CDLMBDRS-7.jpg,Paper,500,product,11.8 W x 11.8 H x 0 in,"Figurative,Realism"
USD,https://images.saatchiart.com/saatchi/1283405/art/7971237/7038672-EOFAANQD-7.jpg,Paper,350,product,11.7 W x 16.5 H x 0 in,"Abstract,Abstract Expressionism"
USD,https://images.saatchiart.com/saatchi/1669418/art/7971082/7038517-AKOJPNJF-7.jpg,Canvas,940,product,11.8 W x 15.7 H x 0.4 in,"Figurative,Fine Art,Modern"
USD,https://images.saatchiart.com/saatchi/1676365/art/7966755/7034203-UNKIUBDM-7.jpg,"Soft (Yarn, Cotton, Fabric),Canvas",245,product,12 W x 16 H x 0 in,"Abstract,Modern,Portraiture,Figurative"
USD,https://images.saatchiart.com/saatchi/1670740/art/7971280/7038715-PHMKQAKH-7.jpg,Canvas,945,product,31.5 W x 23.6 H x 0.6 in,"Abstract,Abstract Expressionism,Art Deco,Expressionism,Impressionism"
USD,https://images.saatchiart.com/saatchi/783540/art/3207247/2277134-XIFRGLKH-7.jpg,Canvas,3070,product,11.8 W x 15.7 H x 0.6 in,"Expressionism,Fine Art,Figurative,Modern"
USD,https://images.saatchiart.com/saatchi/1670974/art/7971502/7038936-ODZTNCWW-7.jpg,Paper,1400,product,11.8 W x 16.5 H x 0.1 in,"Art Deco,Illustration"
USD,https://images.saatchiart.com/saatchi/730867/art/3918890/2988767-PVJIOYDU-7.jpg,Paper,1030,product,4 W x 4 H x 0.1 in,"Abstract,Abstract Expressionism,Art Deco,Expressionism,Conceptual"
USD,https://images.saatchiart.com/saatchi/1047728/art/4354713/3424553-VZNZEFMR-7.jpg,Canvas,4210,product,32 W x 40 H x 2 in,"Abstract,Expressionism,Figurative,Fine Art,Surrealism"
USD,https://images.saatchiart.com/saatchi/418393/art/3234513/2304400-HZYEYGZS-7.jpg,Canvas,1680,product,31.5 W x 35.4 H x 0.8 in,"Abstract,Abstract Expressionism,Expressionism,Surrealism"
USD,https://images.saatchiart.com/saatchi/16744/art/5336233/4406047-OESTGSYK-7.jpg,"Canvas,Wood",4850,product,46.7 W x 31.2 H x 2 in,"Abstract,Abstract Expressionism,Fine Art"
USD,https://images.saatchiart.com/saatchi/736652/art/5573551/4643363-QPZCJYWQ-7.jpg,Paper,480,product,5.9 W x 15.7 H x 0 in,"Abstract,Abstract Expressionism,Minimalism,Modern"
USD,https://images.saatchiart.com/saatchi/418393/art/5480307/4550119-GXRDTFBU-7.jpg,Canvas,3470,product,74.8 W x 35.4 H x 0.8 in,"Abstract,Abstract Expressionism,Expressionism"
USD,https://images.saatchiart.com/saatchi/159353/art/5773021/4842821-ISZNLICH-7.jpg,Canvas,1800,product,28 W x 40 H x 3 in,"Abstract,Figurative,Pop Art,Portraiture,Minimalism"
USD,https://images.saatchiart.com/saatchi/4407/art/5550265/4620077-WOTKVVAZ-7.jpg,Canvas,650,product,11.8 W x 15.7 H x 0.8 in,"Abstract,Conceptual,Expressionism,Impressionism"
USD,https://images.saatchiart.com/saatchi/896304/art/6295533/5365303-RTJWZRNJ-7.jpg,Canvas,810,product,19.7 W x 19.7 H x 0.8 in,"Abstract,Fine Art,Modern,Pop Art,Street Art"
USD,https://images.saatchiart.com/saatchi/91068/art/5593083/4662893-MRAQJSUZ-7.jpg,Canvas,2210,product,23.6 W x 31.5 H x 0.8 in,"Abstract,Fine Art,Abstract Expressionism"
USD,https://images.saatchiart.com/saatchi/736652/art/6347553/5417317-DETMPAXZ-7.jpg,Canvas,7250,product,31.5 W x 39.4 H x 1.8 in,"Abstract Expressionism,Abstract,Minimalism,Modern"
USD,https://images.saatchiart.com/saatchi/877065/art/6036325/5106115-TCTRZXNG-7.jpg,Canvas,2325,product,31.5 W x 45.3 H x 1 in,"Abstract,Pop Art,Street Art,Modern,Fine Art"
USD,https://images.saatchiart.com/saatchi/825216/art/6462473/5532209-MNGWCDPP-7.jpg,Canvas,2070,product,30 W x 36 H x 1 in,"Modern,Cubism,Expressionism,Figurative"
USD,https://images.saatchiart.com/saatchi/1179307/art/6264013/5333785-LXUJFDBV-7.jpg,Canvas,480,product,20 W x 24 H x 1.2 in,"Abstract,Abstract Expressionism,Expressionism"
USD,https://images.saatchiart.com/saatchi/94881/art/6609999/5679669-ZYUOHXSW-7.jpg,Paper,350,product,16 W x 27.8 H x 0.1 in,"Abstract,Expressionism,Minimalism,Modern,Street Art"
USD,https://images.saatchiart.com/saatchi/766814/art/5948925/5018719-ZPQQAMWR-7.jpg,Paper,790,product,15.7 W x 11.8 H x 0 in,"Abstract,Fine Art,Minimalism,Expressionism"
USD,https://images.saatchiart.com/saatchi/338603/art/6340893/5410657-GZJKCQSX-7.jpg,Wood,720,product,15.7 W x 15.7 H x 1.2 in,"Abstract,Minimalism"
USD,https://images.saatchiart.com/saatchi/1615315/art/7752869/6820945-DUGBULVS-7.jpg,Canvas,4270,product,16.5 W x 24.4 H x 1 in,"Abstract,Abstract Expressionism,Art Deco,Conceptual,Expressionism"
USD,https://images.saatchiart.com/saatchi/1615315/art/7798185/6866150-HPCHRGIH-7.jpg,Canvas,7550,product,23.2 W x 31.1 H x 1 in,"Abstract,Abstract Expressionism,Expressionism,Modern,Surrealism"
USD,https://images.saatchiart.com/saatchi/92509/art/2644467/1714360-LQGKRRPH-7.jpg,Canvas,2270,product,39.4 W x 59.1 H x 0.8 in,"Expressionism,Figurative,Portraiture,Impressionism"
USD,https://images.saatchiart.com/saatchi/88694/art/2734336/1804229-BTJOSOSC-7.jpg,Canvas,2139,product,23.6 W x 23.6 H x 1.6 in,"Fine Art,Impressionism,Modern,Abstract Expressionism"
USD,https://images.saatchiart.com/saatchi/774188/art/2778132/1848025-YAHYTHZU-7.jpg,Canvas,1550,product,43.3 W x 35.4 H x 0.8 in,Abstract
USD,https://images.saatchiart.com/saatchi/436778/art/2861361/1931254-FBJLBAOS-7.jpg,Canvas,680,product,23.6 W x 23.6 H x 0.8 in,"Conceptual,Figurative,Fine Art,Modern,Portraiture"
USD,https://images.saatchiart.com/saatchi/769023/art/2776901/1846794-JMYMGNTX-7.jpg,Canvas,1400,product,20 W x 20 H x 0.5 in,"Abstract,Art Deco,Fine Art"
USD,https://images.saatchiart.com/saatchi/20877/art/2894511/1964404-YYHYEGAR-7.jpg,Canvas,2670,product,47.2 W x 39.4 H x 0.8 in,"Abstract,Abstract Expressionism"
USD,https://images.saatchiart.com/saatchi/747369/art/2686352/1756245-NNXWMLYS-7.jpg,Canvas,1400,product,12.6 W x 12.6 H x 0.4 in,"Abstract,Modernism,Modern,Pop Art"
USD,https://images.saatchiart.com/saatchi/574303/art/2883061/1952954-UIIYCGQL-7.jpg,Canvas,485,product,16 W x 20 H x 0.7 in,"Abstract,Abstract Expressionism,Expressionism,Fine Art,Modern"
USD,https://images.saatchiart.com/saatchi/1341875/art/7867420/6935238-NAOQRPKX-7.jpg,Paper,210,product,11.8 W x 16.5 H x 0 in,Abstract
USD,https://images.saatchiart.com/saatchi/693154/art/7882106/6949871-XWRBXART-7.jpg,Canvas,1175,product,40 W x 30 H x 1.5 in,"Abstract,Figurative,Fine Art,Modern,Impressionism"
USD,https://images.saatchiart.com/saatchi/861307/art/7932422/7000022-UMAOYYSQ-7.jpg,Canvas,1910,product,47.3 W x 39.3 H x 1 in,"Abstract,Abstract Expressionism,Modern"
USD,https://images.saatchiart.com/saatchi/629557/art/7872145/6939945-CIJCBHBO-7.jpg,Canvas,3470,product,39.4 W x 55.1 H x 0.8 in,"Figurative,Pop Art,Realism,Modern"
USD,https://images.saatchiart.com/saatchi/716761/art/7933411/7001009-SDPGDYGK-7.jpg,Cardboard,765,product,14 W x 11 H x 1 in,"Fine Art,Figurative"
USD,https://images.saatchiart.com/saatchi/91068/art/7871866/6939668-PASCXDYD-7.jpg,Canvas,2490,product,31.5 W x 39.4 H x 1.6 in,"Abstract,Abstract Expressionism"
USD,https://images.saatchiart.com/saatchi/52231/art/2589992/1659888-NHIYTIDO-7.jpg,"Canvas,Wood",5650,product,39.4 W x 39.4 H x 1.7 in,"Abstract,Abstract Expressionism,Expressionism,Fine Art,Minimalism"
USD,https://images.saatchiart.com/saatchi/783540/art/2649967/1719860-YPXGALZC-7.jpg,Canvas,1140,product,13.8 W x 17.7 H x 0.8 in,"Expressionism,Figurative,Fine Art"
USD,https://images.saatchiart.com/saatchi/813860/art/3996159/3066013-LFJIKTQM-7.jpg,Canvas,550,product,36 W x 48 H x 1.5 in,"Abstract Expressionism,Fantasy"
USD,https://images.saatchiart.com/saatchi/1126191/art/5173125/4242945-NKTHCRUT-7.jpg,"Canvas,Wood,Other",4210,product,71 W x 33 H x 0.2 in,"Expressionism,Impressionism"
USD,https://images.saatchiart.com/saatchi/1227227/art/6205781/5275563-RFFENLGK-7.jpg,Cardboard,2220,product,24 W x 18 H x 0.2 in,"Conceptual,Modern,Minimalism"
USD,https://images.saatchiart.com/saatchi/1216536/art/5856795/4926595-MKBLBHYT-7.jpg,Canvas,14088,product,31.5 W x 39.4 H x 1.2 in,"Conceptual,Abstract Expressionism,Modern,Minimalism"
USD,https://images.saatchiart.com/saatchi/907806/art/7970815/7038250-MEHJSSOZ-7.jpg,Canvas,230,product,22.1 W x 12.6 H x 0.8 in,"Abstract,Figurative,Modern,Conceptual,Expressionism"
USD,https://images.saatchiart.com/saatchi/889067/art/7961996/7029456-HQIEHDYT-7.jpg,Canvas,1970,product,60 W x 27 H x 1.5 in,"Abstract,Abstract Expressionism,Minimalism,Pop Art,Modern"
USD,https://images.saatchiart.com/saatchi/424908/art/7970884/7038319-JNHBRVCK-7.jpg,Canvas,2460,product,35.4 W x 35.4 H x 0.8 in,"Abstract Expressionism,Abstract,Impressionism,Fine Art"
USD,https://images.saatchiart.com/saatchi/1242594/art/7963014/7030473-MGXHNLTZ-7.jpg,Canvas,150,product,9.8 W x 7.9 H x 0.7 in,Fine Art
USD,https://images.saatchiart.com/saatchi/283377/art/1484413/727411-OCIDGFGS-7.jpg,Canvas,6600,product,48 W x 60 H x 3 in,Impressionism
USD,https://images.saatchiart.com/saatchi/32893/art/3994609/3064463-OWXXTMGZ-7.jpg,Paper,7400,product,32 W x 51 H x 1 in,"Expressionism,Figurative,Fine Art"
USD,https://images.saatchiart.com/saatchi/553993/art/4142268/3212119-IRSNNJZB-7.jpg,Canvas,2640,product,27.6 W x 39.4 H x 1.6 in,"Figurative,Expressionism,Impressionism,Realism,Portraiture"
USD,https://images.saatchiart.com/saatchi/27983/art/1603924/805206-7.jpg,Canvas,13000,product,47.2 W x 70.9 H x 2 in,Realism
USD,https://images.saatchiart.com/saatchi/314916/art/4070874/3140727-DHVADLBV-7.jpg,Canvas,3810,product,51.2 W x 38.2 H x 1.6 in,"Abstract,Fine Art,Expressionism"
USD,https://images.saatchiart.com/saatchi/378723/art/4140281/3210132-ZQMUDFMD-7.jpg,Canvas,6200,product,74 W x 39 H x 1.5 in,"Abstract,Abstract Expressionism,Expressionism"
USD,https://images.saatchiart.com/saatchi/933/art/4161979/3231830-SMZWAKJT-7.jpg,Canvas,9100,product,49.6 W x 49.6 H x 2.8 in,"Figurative,Expressionism"
USD,https://images.saatchiart.com/saatchi/833929/art/4196795/3266645-FFUTTGHH-7.jpg,Paper,345,product,16 W x 20 H x 0.1 in,"Abstract,Expressionism,Impressionism,Fine Art,Portraiture"
USD,https://images.saatchiart.com/saatchi/913467/art/4186094/3255944-MKGWNNKP-7.jpg,Canvas,3970,product,31.5 W x 39.4 H x 1.2 in,"Abstract,Abstract Expressionism"
USD,https://images.saatchiart.com/saatchi/393726/art/4190481/3260331-XYLRQCOW-7.jpg,Canvas,610,product,9.4 W x 11.8 H x 0.8 in,"Impressionism,Figurative,Modern"
USD,https://images.saatchiart.com/saatchi/739642/art/3178042/2247931-WAYXDZLU-7.jpg,Canvas,4550,product,36 W x 30 H x 0.8 in,"Abstract,Expressionism,Figurative,Fine Art,Modern"
USD,https://images.saatchiart.com/saatchi/862120/art/3279226/2349113-VUAXJPHD-7.jpg,Canvas,4950,product,94 W x 36 H x 2 in,"Fine Art,Modern"
USD,https://images.saatchiart.com/saatchi/734213/art/4197932/3267782-ZOLFQJFF-7.jpg,Canvas,6000,product,48 W x 30 H x 2 in,"Expressionism,Cubism,Folk,Impressionism"
USD,https://images.saatchiart.com/saatchi/891427/art/3346501/2416388-PLTFAYVI-7.jpg,Canvas,22800,product,49.2 W x 66.9 H x 0.8 in,"Abstract,Abstract Expressionism,Fine Art,Modern,Conceptual"
USD,https://images.saatchiart.com/saatchi/425590/art/3344769/2414656-CBPFCEVO-7.jpg,"Canvas,Wood",3770,product,39.4 W x 19.7 H x 0.6 in,"Expressionism,Fine Art,Modern,Illustration,Pop Art"
USD,https://images.saatchiart.com/saatchi/29376/art/3427085/2496972-AFBIBSEO-7.jpg,Canvas,6350,product,36 W x 48 H x 2 in,"Abstract,Abstract Expressionism,Expressionism,Modern,Surrealism"
USD,https://images.saatchiart.com/saatchi/546719/art/3438744/2508631-FOYQAPBT-7.jpg,Canvas,420,product,27.6 W x 19.7 H x 0.8 in,"Abstract,Abstract Expressionism"
USD,https://images.saatchiart.com/saatchi/547994/art/7970692/7038127-FMVRIYHM-7.jpg,Canvas,3580,product,59.1 W x 31.5 H x 1 in,"Abstract,Realism,Modern"
USD,https://images.saatchiart.com/saatchi/1355239/art/7896850/6964563-NZLKITZH-7.jpg,Canvas,390,product,32 W x 24 H x 1 in,Modern
USD,https://images.saatchiart.com/saatchi/831092/art/7970780/7038215-VYTENIYL-7.jpg,Canvas,530,product,15.7 W x 11.8 H x 0.8 in,"Fine Art,Minimalism,Impressionism,Expressionism,Modern"
USD,https://images.saatchiart.com/saatchi/663559/art/3506587/2576474-EWMTTDEV-7.jpg,Canvas,1660,product,23.6 W x 19.7 H x 1.2 in,Art Deco
USD,https://images.saatchiart.com/saatchi/656943/art/3403600/2473487-WZKMKTKS-7.jpg,Canvas,980,product,15.7 W x 11.8 H x 0.8 in,"Abstract,Fine Art,Impressionism"
USD,https://images.saatchiart.com/saatchi/905078/art/3502199/2572086-HIQDDYOO-7.jpg,Canvas,1710,product,43.3 W x 43.3 H x 1 in,"Figurative,Expressionism,Impressionism,Portraiture,Modern"
USD,https://images.saatchiart.com/saatchi/6559/art/1363424/645881-RVFVTZLQ-7.jpg,Canvas,900,product,24 W x 30 H x 1.5 in,Pop Art
USD,https://images.saatchiart.com/saatchi/811484/art/7857280/6925126-ZSLYMPKV-7.jpg,Wood,630,product,15.7 W x 15.7 H x 1 in,"Abstract,Art Deco,Minimalism,Pop Art,Street Art"
USD,https://images.saatchiart.com/saatchi/81/art/1846164/984679-OPTWNZOF-7.jpg,Canvas,170,product,20 W x 12 H x 2 in,Realism
USD,https://images.saatchiart.com/saatchi/1056392/art/4345993/3415833-FUXGSYXS-7.jpg,Paper,230,product,9.5 W x 12.5 H x 0.1 in,"Expressionism,Figurative,Illustration,Modern"
USD,https://images.saatchiart.com/saatchi/418393/art/3523456/2593343-FHOJQCZK-7.jpg,Canvas,3070,product,59.1 W x 33.5 H x 0 in,"Abstract,Abstract Expressionism,Expressionism,Figurative"
USD,https://images.saatchiart.com/saatchi/1642054/art/7970830/7038265-DKBIGGNM-7.jpg,Paper,520,product,15 W x 22 H x 0.1 in,"Abstract,Fine Art,Minimalism,Realism,Impressionism"
USD,https://images.saatchiart.com/saatchi/1120855/art/7970921/7038356-ITTGVNWH-7.jpg,Canvas,510,product,20 W x 30 H x 1 in,"Portraiture,Abstract,Art Deco,Figurative"
USD,https://images.saatchiart.com/saatchi/411954/art/3508609/2578496-IXYXANAN-7.jpg,Canvas,2210,product,36 W x 48 H x 0.8 in,"Figurative,Modern,Portraiture,Photorealism,Fine Art"
USD,https://images.saatchiart.com/saatchi/293868/art/356483/184400-7.jpg,,1800,product,23.6 W x 35.4 H x 0.4 in,Oil
USD,https://images.saatchiart.com/saatchi/62287/art/3563016/2632902-RBGMTFAG-7.jpg,Canvas,7700,product,54 W x 54 H x 1.5 in,"Abstract,Abstract Expressionism"
USD,https://images.saatchiart.com/saatchi/95854/art/3591675/2661561-NEBHDOQX-7.jpg,Canvas,3570,product,30 W x 36 H x 1.8 in,"Abstract,Abstract Expressionism,Expressionism,Modern"
USD,https://images.saatchiart.com/saatchi/732669/art/3062222/2132115-MPENWAGM-7.jpg,Paper,205,product,11.8 W x 11.8 H x 0.4 in,"Abstract Expressionism,Fine Art,Illustration"
USD,https://images.saatchiart.com/saatchi/811927/art/3577785/2647671-JDZCIHJI-7.jpg,Canvas,2290,product,47.2 W x 31.5 H x 0.8 in,"Abstract,Abstract Expressionism,Fine Art,Modern"
USD,https://images.saatchiart.com/saatchi/968385/art/3639748/2709633-PRASWRPF-7.jpg,Wood,4550,product,48 W x 48 H x 3 in,Abstract
USD,https://images.saatchiart.com/saatchi/732669/art/7850371/6918231-VETCIVBS-7.jpg,Cardboard,190,product,11.8 W x 11.8 H x 0.1 in,"Abstract Expressionism,Conceptual,Illustration,Minimalism"
USD,https://images.saatchiart.com/saatchi/1179307/art/5594333/4664143-HZHVQZUV-7.jpg,Paper,200,product,11 W x 8 H x 0.1 in,"Art Deco,Abstract,Conceptual,Expressionism,Modern"
USD,https://images.saatchiart.com/saatchi/1227227/art/6327167/5396933-SETTFLGW-7.jpg,Cardboard,2220,product,16 W x 12 H x 0.2 in,"Fine Art,Photorealism,Realism"
USD,https://images.saatchiart.com/saatchi/820897/art/7685847/6754084-XRIDJTKB-7.jpg,Canvas,1200,product,15.7 W x 15.7 H x 0.8 in,"Abstract,Abstract Expressionism"
USD,https://images.saatchiart.com/saatchi/732669/art/7776874/6844882-LSUYSNXQ-7.jpg,Canvas,979,product,31.5 W x 31.5 H x 1.4 in,"Abstract Expressionism,Conceptual,Minimalism,Cubism,Geometric"
USD,https://images.saatchiart.com/saatchi/733599/art/7972482/7039914-THTLIVRH-7.jpg,Paper,570,product,12 W x 16 H x 0.1 in,"Figurative,Fine Art"
USD,https://images.saatchiart.com/saatchi/309185/art/7972551/7039983-ZOALIFUG-7.jpg,"Canvas,Plastic,Cardboard",550,product,23.6 W x 15.7 H x 0.8 in,"Abstract,Minimalism,Modern,Conceptual,Fine Art"
USD,https://images.saatchiart.com/saatchi/350113/art/3670110/2739995-EVWSKESI-7.jpg,Paper,815,product,22 W x 15 H x 0.1 in,"Abstract,Abstract Expressionism,Fine Art,Modern"
USD,https://images.saatchiart.com/saatchi/1127155/art/7972612/7040044-IVFEWYCM-7.jpg,Canvas,1060,product,20.5 W x 20.5 H x 1.5 in,Figurative
USD,https://images.saatchiart.com/saatchi/1651766/art/7972749/7040176-LSYYICEI-7.jpg,Canvas,1030,product,23.6 W x 31.5 H x 0.6 in,"Abstract,Modern,Abstract Expressionism,Art Deco,Street Art"
USD,https://images.saatchiart.com/saatchi/338603/art/2510236/1580217-7.jpg,Canvas,1120,product,23.6 W x 31.5 H x 0.8 in,Figurative
USD,https://images.saatchiart.com/saatchi/661132/art/2537170/1607107-7.jpg,Canvas,1100,product,31.5 W x 47.2 H x 2.8 in,"Abstract,Abstract Expressionism,Pop Art"
USD,https://images.saatchiart.com/saatchi/418393/art/2287168/1362310-7.jpg,Canvas,580,product,27.6 W x 35.4 H x 0.4 in,"Abstract,Expressionism"
USD,https://images.saatchiart.com/saatchi/651131/art/2590231/1660127-OSFYXDGI-7.jpg,Canvas,285,product,12 W x 16 H x 0.8 in,"Figurative,Fine Art,Impressionism"
USD,https://images.saatchiart.com/saatchi/418393/art/1737600/907060-7.jpg,Canvas,1270,product,39.4 W x 39.4 H x 0.8 in,Expressionism
USD,https://images.saatchiart.com/saatchi/651131/art/2812119/1882012-BZDGSNKU-7.jpg,Canvas,1880,product,12 W x 12 H x 0.5 in,"Expressionism,Impressionism"
USD,https://images.saatchiart.com/saatchi/1355239/art/7654142/6722620-FVSOVXFH-7.jpg,Canvas,395,product,32 W x 24 H x 1 in,Modern
USD,https://images.saatchiart.com/saatchi/1562031/art/7667509/6735875-VBEHUAAO-7.jpg,"Cardboard,Paper",365,product,15.7 W x 15.7 H x 1.2 in,"collage,Abstract,Conceptual,Fine Art,Modern"
USD,https://images.saatchiart.com/saatchi/732669/art/7718464/6786597-GWGKXPZV-7.jpg,Paper,200,product,11.8 W x 11.8 H x 0 in,"Abstract Expressionism,Fine Art,Illustration,Minimalism,Folk"
USD,https://images.saatchiart.com/saatchi/1416547/art/7728779/6796900-BGTSGDXT-7.jpg,Canvas,1760,product,94.5 W x 55.1 H x 0.2 in,"Expressionism,Figurative"
USD,https://images.saatchiart.com/saatchi/1533373/art/7882046/6949811-SZQQGAIO-7.jpg,Canvas,2970,product,21.3 W x 25.6 H x 0.8 in,"Baroque,Realism,Figurative"
USD,https://images.saatchiart.com/saatchi/888983/art/3212691/2282578-SCUKKKKU-7.jpg,Canvas,1360,product,19.6 W x 15.7 H x 0.6 in,Abstract
USD,https://images.saatchiart.com/saatchi/462428/art/3531720/2601607-RLSCYBDR-7.jpg,Paper,3270,product,39.4 W x 39.4 H x 0.4 in,"Abstract Expressionism,Conceptual,Art Deco,Figurative,Modern"
USD,https://images.saatchiart.com/saatchi/694223/art/3916798/2986675-KQASZDGW-7.jpg,Paper,309,product,24 W x 18 H x 0.1 in,"Abstract,Abstract Expressionism,Expressionism"
USD,https://images.saatchiart.com/saatchi/462428/art/3547944/2617830-NYYBHWEB-7.jpg,Paper,2710,product,39.4 W x 39.4 H x 0.4 in,"Abstract Expressionism,Art Deco,Figurative,Fine Art,Modern"
USD,https://images.saatchiart.com/saatchi/801754/art/4418891/3488731-YHWYJZVI-7.jpg,Canvas,1000,product,15.7 W x 39.4 H x 1.4 in,"Figurative,Fine Art,Conceptual,Portraiture,Realism"
USD,https://images.saatchiart.com/saatchi/1032781/art/4163119/3232970-SBCOLTZZ-7.jpg,Other,560,product,70.9 W x 66.3 H x 0.4 in,"Abstract,Fine Art,Modern,Pop Art"
USD,https://images.saatchiart.com/saatchi/462428/art/3855751/2925634-QZILKHYA-7.jpg,Paper,2410,product,31.5 W x 31.5 H x 0.4 in,"Abstract Expressionism,Art Deco,Figurative,Fine Art,Modern"
USD,https://images.saatchiart.com/saatchi/462428/art/5357581/4427395-FLFFRMGI-7.jpg,Aluminium,3670,product,39.4 W x 39.4 H x 1 in,"Abstract Expressionism,Figurative,Fine Art,Modern,Portraiture"
USD,https://images.saatchiart.com/saatchi/81/art/1846159/985559-LYJVWXEP-7.jpg,Canvas,170,product,16 W x 12 H x 2 in,Abstract
USD,https://images.saatchiart.com/saatchi/1163789/art/5494607/4564419-ZSPZNKAN-7.jpg,Canvas,950,product,32 W x 22 H x 1 in,"Expressionism,Fine Art,Impressionism"
